word,score
berbat,3.42431235519708
zaman kaybı,3.33945808374813
zaman,3.33945808374813
bir zaman,3.33945808374813
tekrar almam,3.33945808374813
bu oyunu,3.33945808374813
tekrar,3.33945808374813
asla,3.33945808374813
asla tekrar,3.33945808374813
almam bu,3.33945808374813
oyunu asla,3.33945808374813
kaybı,3.33945808374813
