word,score
harika,3.3538085561118187
bayıldım,3.135875704445141
kaliteli grafikler,3.135875704445141
hikaye,3.135875704445141
grafikler sürükleyici,3.135875704445141
grafikler,3.135875704445141
sürükleyici,3.135875704445141
hikaye bu,3.135875704445141
sürükleyici hikaye,3.135875704445141
deneyimdi bu,3.126558009052002
harika bir,3.126558009052002
bir deneyimdi,3.126558009052002
