word,score
yazıldığı gibi,3.093825786327537
yazıldığı,3.093825786327537
standart bir,3.093825786327537
mağaza sayfasında,3.093825786327537
sayfasında yazıldığı,3.093825786327537
standart,3.093825786327537
gibi,3.093825786327537
gibi geldi,3.093825786327537
geldi standart,3.093825786327537
sayfasında,3.093825786327537
geldi,3.093825786327537
da ortalama,2.8688066558727767
